"ID","ComparativeUndersampling","WMDiff","SDDiff","WMCov","SDCov","NAME"
"NL41",21.8550284496324,197.532100259765,33.5269583933739,0.990384297870443,0.00351376131587372,"Noord-Brabant"
"NL42",16.8396331626161,256.521261750092,71.136483055702,0.991411091336492,0.00627719054432447,"Limburg (NL)"
"NO02",40.6848510099418,74.0570678204334,58.2602146433114,0.804200971497296,0.192209389085388,"Innlandet"
"NO06",44.7704774204885,59.8575780338904,36.9144473959936,0.790002611249876,0.231935267877412,"Trøndelag"
"NO07",45.0236930009233,59.073066181195,46.8080122093067,0.782395305459299,0.223035558169589,"Nord-Norge"
"NO08",34.5985115145181,101.691570007979,53.3613720802044,0.922089865974111,0.0838724503057687,"Oslo og Viken"
"NO09",39.2779553641553,79.6894805854662,48.9807246598143,0.892291766899763,0.114002789169315,"Agder og Sør-Østlandet"
"NO0A",34.7814022179464,100.727162333522,58.4836922844389,0.841561670679342,0.131741565188035,"Vestlandet"
"PL21",33.3416692785751,108.573567309124,50.7746404177963,0.852439735418842,0.12326859542091,"Malopolskie"
"PL22",35.5040527993606,97.0051625728824,53.0468155845662,0.758929144430328,0.137728051708175,"Slaskie"
"PL41",41.955412353494,69.3133563748355,39.2596734637171,0.657475791269814,0.241161882193584,"Wielkopolskie"
"PL42",42.9828095858213,65.7006299093798,39.641694340059,0.698021743254935,0.244423679684443,"Zachodniopomorskie"
"PL43",47.6289435353055,51.575007016324,25.6755941500562,0.702581659795351,0.164091637108501,"Lubuskie"
"PL51",32.4242643969814,113.88922955397,44.5627395287589,0.818505145888601,0.112742500335086,"Dolnoslaskie"
"PL52",37.1847737297934,88.8718850936317,43.333725720792,0.798138323287636,0.105911894146703,"Opolskie"
"PL61",39.2475396025837,79.8158655645666,35.6196970973992,0.843478619611679,0.104497512168797,"Kujawsko-pomorskie"
"PL62",45.856022849385,56.5660688971401,30.2539158817954,0.765306671731404,0.205917199914449,"Warminsko-mazurskie"
"PL63",38.7058571360435,82.1005618658986,37.039699878787,0.851323185685518,0.106589927484243,"Pomorskie"
"PL71",54.2206633341224,36.5835107620484,29.5550283797121,0.617591612264352,0.220512212906246,"Lódzkie"
"PL72",41.6830419583692,70.3039912397122,33.9069270584425,0.751734073381713,0.139276709771751,"Swietokrzyskie"
"PL81",49.7383965618024,46.2069943033951,22.2438423177688,0.761347822504071,0.196267812065587,"Lubelskie"
